id,study_id,authors,first_author,title,short_title,journal,year,doi,source,search_date
320,Kraeutler et al. (2018),"Kraeutler MJ, Kim SH, Brown CC, Houck DA, Domby BC, Reynolds KA, McCarty EC",Kraeutler ,Clinical Outcomes Following Primary Anterior Cruciate Ligament Reconstruction with Hamstring Autograft versus Planned Hybrid Graft,clinicaloutcomesfollowingprimaryanterior,Journal of Knee Surgery,2018,10.1055/s-0037-1617417,Embase,2025-10-15
321,Bi et al. (2018),"Bi M, Zhao C, Zhang S, Yao B, Hong Z, Bi Q",Bi ,All-Inside Single-Bundle Reconstruction of the Anterior Cruciate Ligament with the Anterior Half of the Peroneus Longus Tendon Compared to the Semitendinosus Tendon: A Two-Year Follow-Up Study,all-insidesingle-bundlereconstructionoft,Journal of Knee Surgery,2018,10.1055/s-0038-1627466,Embase,2025-10-15
328,Russell et al. (2017),"Russell C, Pedoia V, Amano K, Potter H, Majumdar S, Koff MF, Goldring SR, Goldring M, Hannafin JA, Marx RG, Nawabi DH, Otero M, Rodeo SA, Shah P, Warren RF, Amrami KK, Felmlee JP, Frick MA, Krych AJ, Stuart MJ, Williams SL, Kretzchmar M, Lansdown DA, Li A, Li X, Link TM, Benjamin Ma C, Okazaki N, Savic D, Schwaiger B, Su F, Wyatt C, Hardin JA",Russell ,Baseline cartilage quality is associated with voxel-based T(1Ï) and T(2) following ACL reconstruction: A multicenter pilot study,baselinecartilagequalityisassociatedwith,Journal of Orthopaedic Research,2017,10.1002/jor.23277,Embase,2025-10-15
329,Palmer et al. (2017),"Palmer JE, Russell JP, Grieshober J, Iacangelo A, Ellison BA, Lease TD, Kim H, Henn RF, Hsieh AH",Palmer ,A Biomechanical Comparison of Allograft Tendons for Ligament Reconstruction,abiomechanicalcomparisonofallografttendo,The American journal of sports medicine,2017,10.1177/0363546516671944,Embase,2025-10-15
330,Moatshe et al. (2017),"Moatshe G, Brady AW, Slette EL, Chahla J, Turnbull TL, Engebretsen L, LaPrade RF",Moatshe ,Multiple Ligament Reconstruction Femoral Tunnels: Intertunnel Relationships and Guidelines to Avoid Convergence,multipleligamentreconstructionfemoraltun,The American journal of sports medicine,2017,10.1177/0363546516673616,Embase,2025-10-15
337,Su et al. (2016),"Su F, Pedoia V, Teng H-L, Kretzschmar M, Lau BC, McCulloch CE, Link TM, Ma CB, Li X",Su ,The association between MR T1Ï and T2 of cartilage and patient-reported outcomes after ACL injury and reconstruction,theassociationbetweenmrt1ρandt2ofcartila,Osteoarthritis and Cartilage,2016,10.1016/j.joca.2016.01.985,Embase,2025-10-15
342,Ames et al. (2016),"Ames PRJ, Merashli M, Ster IC, D’Andrea G, Iannaccone L, Marottoli V, Margaglione M, Brancaccio V",Ames ,Survival in primary antiphospholipid syndrome: A single-centre cohort study,survivalinprimaryantiphospholipidsyndrom,Thrombosis and Haemostasis,2016,10.1160/TH15-10-0839,Embase,2025-10-15
343,Gali et al. (2016),"Gali JC, Bernardes AdeP, dos Santos LC, Ferreira TC, Almagro MA, da Silva PA",Gali ,Tunnel collision during simultaneous anterior cruciate ligament and posterolateral corner reconstruction,tunnelcollisionduringsimultaneousanterio,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",2016,10.1007/s00167-014-3363-0,Embase,2025-10-15
346,Dingenen et al. (2015),"Dingenen B, Janssens L, Luyckx T, Claes S, Bellemans J, Staes FF",Dingenen ,Lower extremity muscle activation onset times during the transition from double-leg stance to single-leg stance in anterior cruciate ligament injured subjects,lowerextremitymuscleactivationonsettimes,Human Movement Science,2015,10.1016/j.humov.2015.09.007,Embase,2025-10-15
347,Crall & Gilmer (2015),"Crall TS, Gilmer BB",Crall ,Anatomic All-Inside Anterior Cruciate Ligament Reconstruction Using Quadriceps Tendon Autograft,anatomicall-insideanteriorcruciateligame,Arthroscopy Techniques,2015,10.1016/j.eats.2015.08.004,Embase,2025-10-15
348,Liu et al. (2015),"Liu C-T, Lu Y-C, Huang C-H",Liu ,Half-peroneus-longus-tendon graft augmentation for unqualified hamstring tendon graft of anterior cruciate ligament reconstruction,half-peroneus-longus-tendongraftaugmenta,Journal of Orthopaedic Science,2015,10.1007/s00776-015-0744-2,Embase,2025-10-15
356,Biskup et al. (2014),"Biskup J, Freeman A, Camisa W, Innes J, Conzemius M",Biskup ,Mechanical Properties of Canine Patella-Ligament-Tibia Segment,mechanicalpropertiesofcaninepatella-liga,Veterinary Surgery,2014,10.1111/j.1532-950X.2013.12109.x,Embase,2025-10-15
358,Karimi et al. (2013),"Karimi M, Fatoye F, Mirbod SM, Omar H, Nazem K, Barzegar MR, Hosseini A",Karimi ,Gait analysis of anterior cruciate ligament reconstructed subjects with a combined tendon obtained from hamstring and peroneus longus,gaitanalysisofanteriorcruciateligamentre,Knee,2013,10.1016/j.knee.2013.07.007,Embase,2025-10-15
367,Chan et al. (2010),"Chan DB, Temple HT, Latta LL, Mahure S, Dennis J, Kaplan LD",Chan ,"A biomechanical comparison of fan-folded, single-looped fascia lata with other graft tissues as a suitable substitute for anterior cruciate ligament reconstruction","abiomechanicalcomparisonoffan-folded,sin",Arthroscopy - Journal of Arthroscopic and Related Surgery,2010,10.1016/j.arthro.2010.03.019,Embase,2025-10-15
370,Kerimoglu et al. (2009),"Kerimoǧlu S, Koşucu P, Livaoǧlu M, Yükünç I, Turhan AU",Kerimoǧlu ,Magnetic resonance imagination of the peroneus longus tendon after anterior cruciate ligament reconstruction,magneticresonanceimaginationoftheperoneu,"Knee Surgery, Sports Traumatology, Arthroscopy",2009,10.1007/s00167-008-0626-7,Embase,2025-10-15
375,Pearsall et al. (2003),"Pearsall IV AW, Hollis JM, Russell Jr GV, Scheer Z",Pearsall ,A Biomechanical Comparison of Three Lower Extremity Tendons for Ligamentous Reconstruction about the Knee,abiomechanicalcomparisonofthreelowerextr,Arthroscopy - Journal of Arthroscopic and Related Surgery,2003,10.1016/j.arthro.2003.10.015,Embase,2025-10-15
