id,study_id,authors,first_author,title,short_title,journal,year,doi,source,search_date
186,Xu et al. (2024),"Xu D, Zhou H, Wang M, Ma X, Gusztav F, Chon T-E, Fernandez J, Baker JS, Gu Y",Xu ,Contribution of ankle motion pattern during landing to reduce the knee-related injury risk,contributionofanklemotionpatternduringla,Computers in Biology and Medicine,2024,10.1016/j.compbiomed.2024.108965,Embase,2025-10-15
190,Park et al. (2024),"Park JY, Fernandes A, Park SY, Lim H, Sayudo IF, Leibovitch L, Machinski E, Ha J",Park ,Comparative effectiveness of peroneus longus tendon (PLT) autografts versus hamstring tendon (HT) autografts in anterior cruciate ligament reconstruction: a comprehensive systematic review and meta analysis,comparativeeffectivenessofperoneuslongus,European Journal of Orthopaedic Surgery and Traumatology,2024,10.1007/s00590-024-03984-w,Embase,2025-10-15
192,Li et al. (2024),"Li L, Li X, Hei Z, Liu H",Li ,Effect of graft type on knee function after anterior cruciate ligament reconstruction,effectofgrafttypeonkneefunctionafterante,Chinese Journal of Tissue Engineering Research,2024,10.12307/2024.478,Embase,2025-10-15
196,Zou et al. (2024),"Zou Y, Zeng S, Huang C, Liu L, Li L",Zou ,The value of fibrinogen combined with D-dimer and neonatal weight in predicting postpartum hemorrhage in vaginal delivery,thevalueoffibrinogencombinedwithd-dimera,Journal of Perinatal Medicine,2024,10.1515/jpm-2023-0351,Embase,2025-10-15
197,Shu et al. (2024),"Shu Q, Zhang X, Sun S, Che Q, Li X, Li J, Liu Q",Shu ,"THE EFFICACY AND SAFETY OF TELITACICEPT FOLLOWING RITUXIMAB IMMUNOTHERAPY ON ANTIPHOSPHOLIPID SYNDROME, A PROSPECTIVE 24 WEEKS STUDY",theefficacyandsafetyoftelitaciceptfollow,Annals of the Rheumatic Diseases,2024,10.1136/annrheumdis-2024-eular.954,Embase,2025-10-15
199,Conyer et al. (2024),"Conyer RT, Wang AS, Langhans MT, Krych AJ, Hevesi M, Okoroha KR, Stuart MJ, Levy BA",Conyer ,Association of Posterior Tibial Slope With Outcomes After Multiligamentous Knee Reconstruction for Knee Dislocation Grades 2 to 4,associationofposteriortibialslopewithout,Orthopaedic Journal of Sports Medicine,2024,10.1177/23259671241249473,Embase,2025-10-15
200,Delcogliano et al. (2024),"Delcogliano M, Sangiorgio A, Bensa A, Andriolo L, Boffa A, Filardo G",Delcogliano ,Platelet-rich plasma augmentation in anterior cruciate ligament reconstruction: Evidence is still too scattered. A scoping review of randomised controlled trials,platelet-richplasmaaugmentationinanterio,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",2024,10.1002/ksa.12127,Embase,2025-10-15
201,Quinn et al. (2024),"Quinn M, Byrne RA, Albright JA, Testa E, Ahn B, Lemme N, Petit L, Blankenhorn B, Owens BD",Quinn ,Peroneus Longus Tendon Autograft May Present a Viable Alternative for Anterior Cruciate Ligament Reconstruction: A Systematic Review,peroneuslongustendonautograftmaypresenta,Arthroscopy - Journal of Arthroscopic and Related Surgery,2024,10.1016/j.arthro.2023.10.016,Embase,2025-10-15
213,Ali et al. (2024),"Ali M, El-Shafie M, El-Sheikh M, Waly A",Ali ,Prospective comparative study between peroneus longus tendon autograft and hamstring tendons autograft in single bundle ACL reconstruction,prospectivecomparativestudybetweenperone,Alexandria Journal of Medicine,2024,10.1080/20905068.2024.2413316,Embase,2025-10-15
214,Yamini et al. (2024),"Yamini G, Niranjan G, Kumar DV, Kemsarapu R",Yamini ,A PROSPECTIVE STUDY OF FUNCTIONAL ASSESSMENT OF ANTERIOR CRUCIATE LIGAMENT RECONSTRUCTION USING VARIOUS GRAFTS,aprospectivestudyoffunctionalassessmento,International Journal of Academic Medicine and Pharmacy,2024,10.47009/jamp.2024.6.4.85,Embase,2025-10-15
216,Siddique et al. (2024),"Siddique MS, Chhutani D, Vatsa A",Siddique ,Comparative Study Between Functional Outcome of Knee with ACL Recontruction Using Hamstring Graft vs Peroneus longus Graft,comparativestudybetweenfunctionaloutcome,Research Journal of Medical Sciences,2024,10.59218/makrjms.2024.3.254.259,Embase,2025-10-15
219,Gazda et al. (2024),"Gazda A, Naishtetik I, Kołodziejczyk B, Gietka P, Kulig J, Łaguna P",Gazda ,"ANTIPHOSPHOLIPID SYNDROME WITH THROMBOSIS OF THE SUPERIOR VENA CAVA, BRACHIOCEPHALIC, SUBCLAVIAN, EXTERNAL CAROTID, INTERNAL CAROTID VEINS, AND RIGHT SIDE OF THE SIGMOID SINUS OF THE BRAIN IN A 14-YEAR-OLD PATIENT: CASE REPORT",antiphospholipidsyndromewiththrombosisof,Lupus Science and Medicine,2024,10.1136/lupus-2024-el.57,Embase,2025-10-15
226,Friedman & Madsen (2023),"Friedman AMH, Madsen LP",Friedman ,Perceived ankle instability and cutaneous reflex modulation during gait,perceivedankleinstabilityandcutaneousref,Physiological Reports,2023,10.14814/phy2.15880,Embase,2025-10-15
248,Lopez et al. (2022),"Lopez M, Rossi P, Vainstein T, Diaz B, Barrera L, Martinuzzo M",Lopez ,Monitoring of hemostasis and heparinization of neonates undergoing cardiac surgery (CS) using viscoelastic testing (VT) and standard laboratory test (SLT),monitoringofhemostasisandheparinizationo,Research and Practice in Thrombosis and Haemostasis,2022,10.1002/rth2.12788,Embase,2025-10-15
250,Pelock et al. (2022),"Pelock A, Aronson CA, Lenihan J",Pelock ,Decreasing Wastage of Low Titer Group O Whole Blood,decreasingwastageoflowtitergroupowholebl,Transfusion,2022,10.1111/trf.17058,Embase,2025-10-15
251,Chalidis et al. (2022),"Chalidis B, Pitsilos C, Kitridis D, Givissis P",Chalidis ,Graft choices for anterolateral ligament knee reconstruction surgery: Current concepts,graftchoicesforanterolateralligamentknee,World Journal of Clinical Cases,2022,10.12998/wjcc.v10.i24.8463,Embase,2025-10-15
253,Wujcicka et al. (2022),"Wujcicka WI, Kacerovsky M, Krygier A, Krekora M, Kaczmarek P, Grzesiak M",Wujcicka ,"Association of Single Nucleotide Polymorphisms from Angiogenesis-Related Genes, ANGPT2, TLR2 and TLR9, with Spontaneous Preterm Labor",associationofsinglenucleotidepolymorphis,Current Issues in Molecular Biology,2022,10.3390/cimb44070203,Embase,2025-10-15
256,Vijay et al. (2022),"Vijay C, Santosh MS, Avinash C, Adarsh T",Vijay ,Is Peroneus longus autograft a better alternative to the Hamstring autograft for anterior cruciate ligament reconstruction? â€“ A randomised control study,isperoneuslongusautograftabetteralternat,"Journal of Orthopaedics, Trauma and Rehabilitation",2022,10.1177/22104917221088335,Embase,2025-10-15
261,Malige et al. (2022),"Malige A, Baghdadi S, Hast MW, Schmidt EC, Shea KG, Ganley TJ",Malige ,Biomechanical properties of common graft choices for anterior cruciate ligament reconstruction: A systematic review,biomechanicalpropertiesofcommongraftchoi,Clinical Biomechanics,2022,10.1016/j.clinbiomech.2022.105636,Embase,2025-10-15
265,Damiati et al. (2022),"Damiati LA, Bahlas S, Aljohaney A, Bawazir Y, Mustafa M, Denetiu I, Pushparaj PN",Damiati ,"Implications of SARS-CoV-2 infection on the clinical, hematological, and inflammatory parameters in COVID-19 patients: A retrospective cross-sectional study",implicationsofsars-cov-2infectiononthecl,Journal of Infection and Public Health,2022,10.1016/j.jiph.2021.12.013,Embase,2025-10-15
268,Phatama et al. (2021),"Phatama KY, Darmawansa R, Oktafandi IGNAA, Cendikiawan F, Pribadi A, Siahaan LD, Rhatomy S, Mustamsir E",Phatama ,Higher rate of patellofemoral problems after anterior cruciate ligament reconstruction using hamstring autograft,higherrateofpatellofemoralproblemsaftera,Open Access Macedonian Journal of Medical Sciences,2021,10.3889/oamjms.2021.6626,Embase,2025-10-15
269,Drogset et al. (2021),"Drogset JO, Størset KH, Nitteberg TM, Gifstad T",Drogset ,Clinical outcome after knee ligament reconstruction with tendon allografts,clinicaloutcomeafterkneeligamentreconstr,Journal of Experimental Orthopaedics,2021,10.1186/s40634-021-00331-4,Embase,2025-10-15
270,Prandi et al. (2021),"Prandi FR, Milite M, Celotto R, Lecis D, Marchei M, Romeo F, Barillà F",Prandi ,ACS-STEMI in a young man with triple positive antiphospholipid syndrome: Clinical implications about antithrombotic therapy management,acs-stemiinayoungmanwithtriplepositivean,"European Heart Journal, Supplement",2021,10.1093/eurheartj/suab140.047,Embase,2025-10-15
271,Cruz et al. (2021),"Cruz JNK, Santiago JP, Jurilla RC, How P",Cruz ,A NOVEL OPERATIVE TECHNIQUE IN HARVESTING PERONEUS LONGUS TENDON FOR ARTHROSCOPIC RECONSTRUCTION IN COMBINED ANTERIOR AND POSTERIOR CRUCIATE LIGAMENT TEARS,anoveloperativetechniqueinharvestingpero,Journal of ISAKOS,2021,10.1136/jisakos-2021-congress.393,Embase,2025-10-15
276,Ming-Jin et al. (2021),"Ming-Jin Z, Kan O, Weimin Z",Ming-Jin ,Letter to the Editor,lettertotheeditor,Journal of Orthopaedic Research,2021,10.1002/jor.24796,Embase,2025-10-15
282,Michalak et al. (2021),"Michalak A, Cichoż-Lach H, Guz M, Kozicka J, Cybulski M, Jeleniewicz W",Michalak ,Plateletcrit and Mean Platelet Volume in the Evaluation of Alcoholic Liver Cirrhosis and Nonalcoholic Fatty Liver Disease Patients,plateletcritandmeanplateletvolumeintheev,BioMed Research International,2021,10.1155/2021/8867985,Embase,2025-10-15
286,Ertogrul et al. (2021),"Ertogrul R, Varol A, Oc Y, Kilinc BE",Ertogrul ,Is Peroneus Longus Allograft Good Alternative for Anterior Cruciate Ligament Reconstruction: a Comparison Study,isperoneuslongusallograftgoodalternative,Acta Chirurgiae Orthopaedicae et Traumatologiae Cechoslovaca,2021,10.55095/achot2021/010,Embase,2025-10-15
288,Reis et al. (2021),"Reis J, Marques J, Simão L, Silva P, Rodrigues T, Sousa A, Diamantino IJ, Valido F",Reis ,Adjusting pre-analytical criteria in order to minimize impact on cancer patients,adjustingpre-analyticalcriteriainorderto,Clinical Chemistry and Laboratory Medicine,2021,10.1515/cclm-2021-0360,Embase,2025-10-15
290,Baluta & Piotrowski (2020),"Baluta Przybylska Z, Piotrowski D",Baluta ,"The quality of routinely produced, pathogenreduced therapeutic FFP units by pooling of 5 single plasma units and splitting into 6 therapeutic units complies with polish and european requirements","thequalityofroutinelyproduced,pathogenre",Vox Sanguinis,2020,10.1111/vox.13031,Embase,2025-10-15
293,Miglio et al. (2020),"Miglio A, Falcinelli E, Mezzasoma AM, Gresele P, Antognoni MT",Miglio ,Changes in blood coagulation and platelet aggregation induced by incremental longÃ¢term training in young thoroughbred racehorses during first workout season,changesinbloodcoagulationandplateletaggr,Veterinary Clinical Pathology,2020,10.1111/vcp.12901,Embase,2025-10-15
332,Hangody et al. (2017),"Hangody G, Szebényi G, Abonyi B, Kiss R, Hangody L, Pap K",Hangody ,Does a different dose of gamma irradiation have the same effect on five different types of tendon allografts? â€” a biomechanical study,doesadifferentdoseofgammairradiationhave,International Orthopaedics,2017,10.1007/s00264-016-3336-7,Embase,2025-10-15
335,"Rudy, et al. (2017)","Rudy, Mustamsir E, Phatama KY","Rudy, ",Tensile strength comparison between peroneus longus and hamstring tendons: A biomechanical study,tensilestrengthcomparisonbetweenperoneus,International Journal of Surgery Open,2017,10.1016/j.ijso.2017.10.002,Embase,2025-10-15
336,Estermann et al. (2016),"Estermann AS, Nösberger L, Stammler L, Von Tscharner V, Göpfert B",Estermann ,Anticipated muscular synchronization between walking on flat and cross-sloped surface,anticipatedmuscularsynchronizationbetwee,Gait and Posture,2016,10.1016/j.gaitpost.2016.07.124,Embase,2025-10-15
340,Hangody et al. (2016),"Hangody Gy, Pánics G, SzebÃnyi G, Kiss R, Hangody L, Pap K",Hangody ,Pitfalls during biomechanical testing - Evaluation of different fixation methods for measuring tendons endurance properties,pitfallsduringbiomechanicaltesting-evalu,Acta Physiologica Hungarica,2016,10.1556/036.103.2016.1.8,Embase,2025-10-15
354,Kozomara  (2014),Kozomara S,Kozomara ,The effect of rehabilitation on range of motion and muscle strength in patients after surgical reconstruction of the anterior cruciate ligament,theeffectofrehabilitationonrangeofmotion,Annals of Physical and Rehabilitation Medicine,2014,10.1016/j.rehab.2014.03.1021,Embase,2025-10-15
360,Cao et al. (2012),"Cao H-B, Liang J, Xin J-Y",Cao ,Treatment of anterior cruciate ligament injury with peroneus longus tendon,treatmentofanteriorcruciateligamentinjur,National Medical Journal of China,2012,10.3760/cma.j.issn.0376-2491.2012.35.004,Embase,2025-10-15
364,Ames et al. (2011),"Ames PRJ, Lannaeeone L, Ciampa A, Tommasino C, Braneaeeio V",Ames ,A single centre evaluation of mortality predictors in thrombotic primary antiphospholipid syndrome,asinglecentreevaluationofmortalitypredic,Journal of Thrombosis and Haemostasis,2011,10.1111/j.1538-7836.2011.04380_3.x,Embase,2025-10-15
372,Kumai et al. (2006),"Kumai T, Yamada G, Takakura Y, Tohno Y, Benjamin M",Kumai ,Trace elements in human tendons and ligaments,traceelementsinhumantendonsandligaments,Biological Trace Element Research,2006,10.1385/BTER:114:1:151,Embase,2025-10-15
373,Delgado et al. (2005),"Delgado Alves J, Mason LJ, Ames PRJ, Chen PP, Rauch J, Levine JS, Subang R, Isenberg DA",Delgado ,"Antiphospholipid antibodies are associated with enhanced oxidative stress, decreased plasma nitric oxide and paraoxonase activity in an experimental mouse model",antiphospholipidantibodiesareassociatedw,Rheumatology,2005,10.1093/rheumatology/keh722,Embase,2025-10-15
374,Mayr et al. (2004),"Mayr HO, Weig TG, Plitz W",Mayr ,Arthrofibrosis following ACL reconstruction - Reasons and outcome,arthrofibrosisfollowingaclreconstruction,Archives of Orthopaedic and Trauma Surgery,2004,10.1007/s00402-004-0718-x,Embase,2025-10-15
27,Alardi et al. (2024),"Alardi I, Kadhim A, Aljanabi A",Alardi ,PERONEUS LONGUS AUTOGRAFT IN ANTERIOR CRUCIATE LIGAMENT RECONSTRUCTION AS ALTERNATIVE GRAFT OPTION,peroneuslongusautograftinanteriorcruciat,Georgian Med News,2024,,PubMed/MEDLINE,2025-10-12
86,Khan et al. (2021),"Khan MJ, Asif N, Firoz D, Khan AQ, Sabir AB, Siddiqui YS",Khan ,Prediction of peroneus longus graft diameter for anterior cruciate ligament reconstruction by inframalleolar harvest and from anthropometric data,predictionofperoneuslongusgraftdiameterf,Int J Burns Trauma,2021,,PubMed/MEDLINE,2025-10-12
117,Li et al. (2018),"Li J, Zheng L, Shi LJ, Xu J, Shu JL, Zhang XW",Li ,[Increased serum soluble-endoglin level and its clinical significance in antiphospholipid syndrome],increasedserumsoluble-endoglinlevelandit,Beijing Da Xue Xue Bao Yi Xue Ban,2018,,PubMed/MEDLINE,2025-10-12
132,Angthong et al. (2015),"Angthong C, Chernchujit B, Apivatgaroon A, Chaijenkit K, Nualon P, Suchao-in K",Angthong ,The Anterior Cruciate Ligament Reconstruction with the Peroneus Longus Tendon: A Biomechanical and Clinical Evaluation of the Donor Ankle Morbidity,theanteriorcruciateligamentreconstructio,J Med Assoc Thai,2015,,PubMed/MEDLINE,2025-10-12
140,Zhai et al. (2010),"Zhai WL, Li D, Lian KJ",Zhai ,[Tunnel enlargement after anterior cruciate ligament reconstruction with peroneus longus muscle combined with BMP and allogeneic bone],tunnelenlargementafteranteriorcruciateli,Zhongguo Gu Shang,2010,,PubMed/MEDLINE,2025-10-12
207,Nikumbh et al. (2024),"Nikumbh J, Gangurde Y, Patil H, Bhamre S",Nikumbh ,Comparative Analysis of Functional Outcomes and Donor Site Morbidity in ACL Reconstruction: Peroneus Longus Tendon versus Hamstring Tendon Autografts,comparativeanalysisoffunctionaloutcomesa,International Journal of Pharmaceutical and Clinical Research,2024,,Embase,2025-10-15
245,Reddy et al. (2023),"Reddy KS, Keerthi N, Sarvani KK",Reddy ,Functional Outcome Between Peroneus Longus Vs Hamstring Graft in an ACL Reconstruction,functionaloutcomebetweenperoneuslongusvs,European Journal of Cardiovascular Medicine,2023,,Embase,2025-10-15
319,Mamoto et al. (2018),"Mamoto K, Xu K, Shimizu T, Tanaka M, Pedoia V, Maz C, Li X",Mamoto ,T1&RHO and T2 of articular cartilage after ACL injury predict patient-reported outcomes at 3 years after ACL reconstruction,t1&rhoandt2ofarticularcartilageafteracli,Osteoarthritis and Cartilage,2018,,Embase,2025-10-15
323,Federici et al. (2017),"Federici AB, Di Bartolo O, Agnoli S, Intini D, Lattuada A, Carraro M",Federici ,Imbalance between ADAMTS13 and VWF activities might identify thrombotic of bleeding events in essential thrombocythemia (ET): Results from a cohort of 72 cases,imbalancebetweenadamts13andvwfactivities,Blood,2017,,Embase,2025-10-15
325,Di et al. (2017),"Di Bartolo O, Agnoli S, Bianchi C, Intini D, Lattuada A, Carraro MC, Federici AB",Di ,Role of the ADAMTS13/VWF complex in the thrombotic and bleeding events of 67 Patients with Essential Thrombocythemia prospectively observed for 36 months,roleoftheadamts13/vwfcomplexinthethrombo,Haematologica,2017,,Embase,2025-10-15
344,Moog et al. (2016),"Moog R, Rothe R, Tonn T",Moog ,Quality control of source and recovered plasma for fractionation,qualitycontrolofsourceandrecoveredplasma,Hamostaseologie,2016,,Embase,2025-10-15
357,Arnout et al. (2013),"Arnout N, Myncke J, Vanlauwe J, Labey L, Lismont D, Bellemans J",Arnout ,The influence of freezing on the tensile strength of tendon grafts: A biomechanical study,theinfluenceoffreezingonthetensilestreng,Acta Orthopaedica Belgica,2013,,Embase,2025-10-15
361,Wong et al. (2012),"Wong S, Grebenyuk J, O'Brien J, Forster B",Wong ,T2 mapping of femorotibial articular cartilage injury following anterior cruciate ligament tears,t2mappingoffemorotibialarticularcartilag,American Journal of Roentgenology,2012,,Embase,2025-10-15
175,,,,The Comparison of Tunnel Morphology and Graft Healing in Anterior Cruciate Ligament Reconstructions Using Peroneus Longus And Hamstring Tendons,thecomparisonoftunnelmorphologyandgrafth,clinicaltrials.gov,2025,,Embase,2025-10-15
