"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"IWY7CXH8","journalArticle","2022","Keyhani, Sohrab; Qoreishi, Mohamad; Mousavi, Maryam; Ronaghi, Hossein; Soleymanha, Mehran","Peroneus Longus Tendon Autograft versus Hamstring Tendon Autograft in Anterior Cruciate Ligament Reconstruction: A Comparative Study with a Mean Follow-up of Two Years","The Archives of Bone and Joint Surgery","","2345-4644","10.22038/ABJS.2022.59568.2938","","BACKGROUND: Peroneus longus tendon can be a suitable alternative autograft for anterior cruciate ligament reconstruction (ACLR). The present study aimed to compare the clinical outcome and donor site morbidity in ACLR using peroneus longus tendon autograft versus hamstring tendon autograft. METHODS: In a comparative cross-sectional study, ACLR was performed with quadrupled hamstring tendon autograft in 65 patients between 2017 and 2018, and in another group, peroneus longus tendon autograft was used for ACLR in 65 patients between 2018 and 2019. The same surgical technique, fixation method, and postoperative protocol were used in both groups. The knee functional outcomes were assessed according to the Lysholm score and the International Knee Documentation Committee scale at preoperative and at the end of at least 2 years after the procedure. Moreover, graft diameter was measured intraoperatively. Thigh circumference, the American Orthopedic Foot and Ankle Score (AOFAS), The Foot & Ankle Disability Index (FADI), and ankle range of motion (ROM) were used to evaluate ankle donor site morbidities. RESULTS: A total of 130 patients (65 patients in each group) were evaluated with a minimum follow-up of 2 years (range 24-31 months). Both groups showed no significant differences in clinical outcomes and knee stability. The peroneus longus graft diameter was significantly larger than the hamstring diameter (P<0.001). Assessment of AOFAS, FADI, and ankle ROM showed no apparent ankle joint dysfunction in the peroneus longus tendon group. CONCLUSION: Faster knee extensions, less anteromedial knee pain, and thigh hypotrophy were observed in peroneus longus tendon patients. Peroneus longus tendon autograft can be an appropriate autograft for ACLR due to its strength, larger graft diameter, and avoiding potential complications of hamstring autograft obtained from the knee region.","2022-08","2025-10-18 11:51:14","2025-10-18 11:51:14","","695-701","","8","10","","Arch Bone Jt Surg","Peroneus Longus Tendon Autograft versus Hamstring Tendon Autograft in Anterior Cruciate Ligament Reconstruction","","","","","","","eng","","","","","PubMed","","PMID: 36258748 PMCID: PMC9569136","","","http://www.ncbi.nlm.nih.gov/pubmed/36258748","","Anterior cruciate ligament reconstruction; Hamstring tendon autograft; Peroneus longus tendon autograft","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W7V78RDW","journalArticle","2022","Rajani, Amyn M.; Shah, Urvil A.; Mittal, Anmol Rs; Rajani, Alisha; Punamiya, Meenakshi; Singhal, Richa","Functional and clinical outcome of anterior cruciate ligament reconstruction with peroneus longus autograft and correlation with MRI after 3 years","Journal of Orthopaedics","","0972-978X","10.1016/j.jor.2022.08.027","","INTRODUCTION: Autograft options for anterior cruciate ligament reconstruction over the years have gone from bone-patellar tendon-bone to hamstring to peroneus longus tendon. Considering the drawbacks of other autografts, we analyse peroneus longus autograft holistically as a viable alternative. MATERIALS AND METHODS: This was a prospective study of 113 patients undergoing anterior cruciate ligament reconstruction with peroneus longus autograft between January 2017 and November 2018 for isolated, full-thickness ACL tears. Functional analysis was done using the Tegner-Lysholm score pre-operatively, at 6 months, 1 year, 2 years, and 3 years postoperatively. At terminal follow-up, stability was checked clinically by Lachman test, residual morbidity of donor site was assessed using foot and ankle disability index, and radiographic correlation was done with magnetic resonance imaging. RESULTS: The mean diameter of the graft after tripling was 9 ± 0.71 mm and the average length before tripling was found to be 27.07 ± 2.76 cms. At terminal follow-up, 101 patients showed excellent, while 12 patients showed good outcomes. The mean foot and ankle disability index was 94.8 ± 3. 90.27% of patients had no laxity on clinical examination, and magnetic resonance imaging of all the patients at terminal follow-up showed good graft uptake. CONCLUSIONS: Peroneus longus autograft shows intraoperative consistency and gives excellent functional outcome, clinical stability, and no donor site morbidity even three years postoperatively.","2022","2025-10-18 11:51:14","2025-10-18 11:51:14","","215-220","","","34","","J Orthop","","","","","","","","eng","","","","","PubMed","","PMID: 36104994 PMCID: PMC9464783","","","http://www.ncbi.nlm.nih.gov/pubmed/36104994","","ACL tear; Arthroscopic reconstruction; Autograft; BMI; Long term outcome; Outcome; Peroneus longus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5LFN2F2V","journalArticle","2022","Yadav, Umesh; Nemani, Mudit; Devgun, Ashish; Malik, Manmeet; Agrawal, Gaurav K.","Iatrogenic Foot Drop After Anterior Cruciate Ligament Reconstruction With Peroneus Longus Tendon Autograft: Report of a Rare Case","Cureus","","2168-8184","10.7759/cureus.26476","","Reconstruction of the anterior cruciate ligament using autografts is a common procedure performed in the modern era. The peroneus longus tendon is an upcoming graft with several advantages over traditional autografts. It has minimal donor site morbidity in relation to biomechanical properties of the ankle. Common peroneal nerve injury during harvest is a theoretical concern while harvesting the peroneus longus tendon. The following case highlights the importance of careful surgical technique and timely intervention while dealing with such complications. A 25-year-old male suffered an anterior cruciate ligament rupture while wrestling. He had an unstable knee and difficulty performing daily activities. He underwent an arthroscopic anterior cruciate ligament reconstruction using peroneus longus tendon autograft. Following surgery, the patient reported a foot drop and decreased sensations over the dorsum of the foot. The patient was advised of a foot drop splint and neuroprotective medications. Neurophysiological studies were not performed since they cannot differentiate between partial and complete nerve injury in the first week after injury. A surgical exploration of the nerve was done. An intraneural hematoma was found with contusions over the peroneus longus tendon. Neurolysis was performed to decompress the nerve. The functioning of the anterior cruciate ligament was satisfactory during follow-up. An advancing Tinel's sign was noted on follow-up. The patient finally recovered after a 3-month follow-up.","2022-06","2025-10-18 11:51:14","2025-10-18 11:51:14","","e26476","","6","14","","Cureus","Iatrogenic Foot Drop After Anterior Cruciate Ligament Reconstruction With Peroneus Longus Tendon Autograft","","","","","","","eng","","","","","PubMed","","PMID: 35919368 PMCID: PMC9339104","","","http://www.ncbi.nlm.nih.gov/pubmed/35919368","","anterior cruciate ligament (acl) reconstruction; arthroscopic acl reconstruction; common peroneal neuropathy; foot drop; peroneus longus tendon","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XSS3Q3H8","journalArticle","2022","Gursoy, Safa; Perry, Allison K.; Dandu, Navya; Singh, Harsh; Vadhera, Amar S.; Yanke, Adam; LaPrade, Robert F.; Chahla, Jorge","Effect of Sectioning of the Anterior Cruciate Ligament and Posterolateral Structures on Lateral Compartment Gapping: A Randomized Biomechanical Study","Orthopaedic Journal of Sports Medicine","","2325-9671","10.1177/23259671221100216","","BACKGROUND: The contribution of anterior cruciate ligament (ACL) injury to lateral instability under varus stress, particularly compared with posterolateral structures, is not well known. PURPOSE: To investigate the effect of sectioning the ACL and posterolateral knee structures on lateral compartment gapping under varus stress. STUDY DESIGN: Controlled laboratory study. METHODS: Fourteen nonpaired cadaveric knees were randomized to 1 of 2 groups: sequential sectioning of the ACL, fibular collateral ligament (FCL), popliteus tendon (PLT), and popliteofibular ligament (PFL) (ACL-first group) or sequential sectioning of the FCL, PLT, PFL, and ACL (FCL-first group). Knees were loaded onto a custom jig at a 20° flexion angle. A standardized 12-N·m varus moment was applied to each specimen in the intact state and after each randomized sequential-sectioning state. Lateral compartment opening was measured on radiographs to assess the contribution to the increase in the lateral gap caused by resecting the respective structure. The distance was measured by 3 observers on 15 images (5 testing states each imaged 3 times) per specimen, for a total of 210 radiographs. The articular cartilage surfaces were not included in the measurements. RESULTS: The mean increase in lateral opening after sectioning all structures (ACL and posterolateral corner) was 4.6 ± 1.8 mm (range, 1.9-7.7 mm). The ACL and FCL sectioning contributed the most to lateral knee opening (1.3 ± 0.6 and 2.2 ± 1.3 mm, respectively). In both groups, lateral gapping >3 mm was achieved only after both the ACL and FCL were sectioned. All comparisons of increased mean gapping distances demonstrated a significant difference with subsequent sequential sectioning of structures, except comparisons between the FCL and PLT and the PLT and PFL. When considering the effect of the ACL on lateral opening, no significant difference was found between sectioning the ACL first or FCL first (P = .387). CONCLUSION: ACL deficiency significantly increased lateral opening under varus stress, regardless of the sequence of injury. The effect of injury to the ACL in addition to the lateral structures should be considered when using varus stress radiographs to evaluate knee injuries. CLINICAL RELEVANCE: With the current findings, understanding the effect of ACL and posterolateral corner injuries on lateral gapping under varus stress can aid in correctly diagnosing knee injuries and determining appropriate treatment plans.","2022-06","2025-10-18 11:51:14","2025-10-18 11:51:14","","23259671221100216","","6","10","","Orthop J Sports Med","Effect of Sectioning of the Anterior Cruciate Ligament and Posterolateral Structures on Lateral Compartment Gapping","","","","","","","eng","","","","","PubMed","","PMID: 35693457 PMCID: PMC9178986","","","http://www.ncbi.nlm.nih.gov/pubmed/35693457","","anterior cruciate ligament; biomechanics; knee; varus stress","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6DMGCHSH","journalArticle","2022","Lu, Yue; Xu, Hua; Zhou, Zhenyu; Fang, Lei; Tao, Ran","The promotive effect of grafts with the double-stranded peroneus longus tendon and with the four-stranded hamstring tendon on reconstruction of the posterior cruciate ligament injury","Orthopaedics & traumatology, surgery & research: OTSR","","1877-0568","10.1016/j.otsr.2022.103336","","INTRODUCTION: Posterior cruciate ligament (PCL) injury hampers the rotational stability and stability front to back of the knee joint, seriously affecting the quality of life of patients. Some studies have reported that the peroneus longus tendon (PLT) has sufficient length and strength. HYPOTHESIS: We hypothesized that the PLT can be used as a novel appropriate material for PCL reconstruction therapy. MATERIALS AND METHODS: Herein, we systematically analysed the clinical effect of the double-stranded PLT and the four-stranded hamstring tendon in the reconstruction of the PCL and compared the effectiveness and safety of these two surgical approaches in the reconstruction of PCL injury. A total of 48 patients with complete rupture of the PCL were divided into Group A (reconstructed with the double-stranded PLT, 25 cases) and Group B (reconstructed with the four-stranded hamstring tendon, 23 cases). RESULTS: The patients were followed up for more than 1 year. The intraoperative time for tendon extraction was significantly shorter in Group A than Group B. Twenty-four months after operation, patients in the two groups showed the alleviated tibial posterior displacement and the increased IKDC score, Lysholm score and Tegner score. Nevertheless, these scores showed no significant differences between the two groups. Additionally, compared with the therapy using the four-stranded hamstring tendon, therapy using the double-stranded PLT is simpler and safer. DISCUSSION: Both surgical methods are effective in the treatment of PCL injury. The PLT could be a good choice for PCL injury reconstruction material, especially when the four-stranded hamstring tendon is accidentally damaged or ineffective. Our study may provide guidance for the clinical treatment of PCL injury. LEVEL OF EVIDENCE: III, retrospective study.","2022-12","2025-10-18 11:51:14","2025-10-18 11:51:14","","103336","","8","108","","Orthop Traumatol Surg Res","","","","","","","","eng","","","","","PubMed","","PMID: 35643366","","","http://www.ncbi.nlm.nih.gov/pubmed/35643366","","Anterior Cruciate Ligament Injuries; Arthroscope; Arthroscopy; Double-stranded long peroneal tendon; Four-stranded hamstring tendon; Hamstring Tendons; Humans; injury; Knee Joint; Posterior cruciate ligament; Posterior Cruciate Ligament; Quality of Life; Retrospective Studies; Tendons; Treatment Outcome","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4AWKPXUN","journalArticle","2022","Perry, Allison K.; Knapik, Derrick M.; Gursoy, Safa; Alter, Thomas D.; Clapp, Ian M.; Verma, Nikhil N.; LaPrade, Robert F.; Chahla, Jorge","Determining the Roles of the Anterior Cruciate Ligament, Posterolateral Corner, and Medial Collateral Ligament in Knee Hyperextension Using the Heel-Height Test","Orthopaedic Journal of Sports Medicine","","2325-9671","10.1177/23259671221086669","","BACKGROUND: Anterior cruciate ligament (ACL) tears are often associated with other ligamentous injuries. The side-to-side difference in heel height can represent a valuable diagnostic tool in the setting of multiligamentous injuries. PURPOSE: To assess in a cadaveric model how sequential sectioning of the static stabilizing structures of the knee (ACL, fibular collateral ligament [FCL], popliteus tendon [PLT], popliteofibular ligament [PFL], and medial collateral ligament [MCL]) influences heel-height measurements when comparing groups undergoing initial transection of the ACL versus FCL and to assess posterior tibial slope after sequential sectioning. STUDY DESIGN: Controlled laboratory study. METHODS: A total of 16 fresh cadaveric knees were carefully dissected to expose the ACL, FCL, PLT, PFL, and MCL. Each knee was randomized to either the ACL-first or FCL-first group based on the initial structure sectioned. The sectioning order was as follows: (1) ACL or FCL, (2) FCL or ACL, (3) PLT, (4) PFL, and (5) MCL. Heel height was measured with a standardized superiorly directed 12-N·m force applied to the knee while stabilizing the femur; heel height was also measured with a clinician-applied force. The measurements were compared between and within groups for each sectioned state. The correlation between tibial slope and heel-height measurements was analyzed. RESULTS: There were no significant differences in heel-height measurements between the ACL-first and FCL-first groups (P = .863). Combined ACL-FCL injuries led to a 2.85 ± 0.83-cm increase in heel height compared to the intact state. Significant increases in heel height occurred after all sectioned states, except the PFL sectioned state. Combined ACL-posterolateral corner (PLC) injuries resulted in a 3.72 ± 1.02-cm increase in heel height, and additional sectioning of the MCL resulted in a 4.73 ± 1.35-cm increase compared to the intact state. Tibial slope was not correlated with increases in heel height after each sectioning (P = .154). CONCLUSION: Combined ACL-FCL, ACL-PLC, and ACL-PLC-MCL injuries resulted in increasing mean heel-height measurements (2.85, 3.72, and 4.73 cm, respectively) compared to the intact state. Tibial slope was not found to influence increases in heel height. CLINICAL RELEVANCE: The side-to-side difference in heel height may be a clinically relevant examination tool for diagnosing multiligament knee injuries.","2022-04","2025-10-18 11:51:14","2025-10-18 11:51:14","","23259671221086669","","4","10","","Orthop J Sports Med","","","","","","","","eng","","","","","PubMed","","PMID: 35450304 PMCID: PMC9016545","","","http://www.ncbi.nlm.nih.gov/pubmed/35450304","","ACL injury; FCL injury; heel height; knee hyperextension; medial collateral ligament","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X5UZDXHH","journalArticle","2022","Saki, Farzaneh; Tahayori, Behdad; Bakhtiari Khou, Shima","Female athletes with ligament dominance exhibiting altered hip and ankle muscle co-contraction patterns compared to healthy individuals during single-leg landing","Gait & Posture","","1879-2219","10.1016/j.gaitpost.2022.02.011","","BACKGROUND: Anterior cruciate ligament (ACL) injury is one of the most serious knee injuries and occurs frequently during exercise. Altered hip and ankle muscle co-contraction patterns may contribute to dynamic knee valgus and ACL injury mechanisms. Lack of dynamic control of ground reaction force (GRF) is known to be contributing factor for ACL injury by placing excessive force on passive structures. Muscle co-contraction is a dynamic mechanism for GRF absorption. Therefore, any alterations in co-contraction might be a risk factor for ACL injury. Ligament dominance is a term to define individuals who rely more on ACL ligament for GRF control. RESEARCH QUESTION: This study aimed to compare the muscle co-contraction patterns of distal and proximal knee muscles during single leg landing in female athletes with and without ligament dominance. METHODS: This is a cross-sectional study. A total of 54 female athletes were assigned to the healthy (n = 27) and ligament dominance (n = 27) group based on their Tuck Jump test scores. The electromyography activity of the gluteus medius, adductor longus, tibialis anterior, peroneus longus, medial and lateral gastrocnemius was measured by an electromyography in drop down a 30-cm-high stair. A Multivariate Analysis of Variance (MANOVA) was used for statistical analysis (p ≤ 0.05). RESULTS: The two groups demonstrated an overall significantly different muscle co-contraction patterns (P < 0.05). There was a decreased in co-contraction of proximal group and an increased co-contraction in the distal muscles in ligament dominant group. SIGNIFICANCE: The findings have provided evidence to support the notion of neuromuscular imbalances in ligament dominance deficit. These findings can be useful for the coaches and experts to design preventive exercises and modify the current programs for the people affected by ligament dominance.","2022-03","2025-10-18 11:51:14","2025-10-18 11:51:14","","225-229","","","93","","Gait Posture","","","","","","","","eng","","","","","PubMed","","PMID: 35183840","","","http://www.ncbi.nlm.nih.gov/pubmed/35183840","","ACL injury; Ankle; Ankle joint; Anterior Cruciate Ligament Injuries; Athletes; Biomechanical Phenomena; Cross-Sectional Studies; Female; Hip joint; Humans; Knee Joint; Leg; Ligament dominance; Ligaments; Muscle co-contraction; Muscle, Skeletal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SABULV8F","journalArticle","2021","Shevate, Ishan; Nathani, Girish; Deshmukh, Ashwin; Kandari, Anirudh","Tibial Avulsion with Intra-Articular Entrapment of Medial Collateral Ligament with Posterior Cruciate Ligament Tear with Posterior Root Medial Meniscus Tear: A Case Report of an Unusual Injury Triad","Journal of Orthopaedic Case Reports","","2250-0685","10.13107/jocr.2021.v11.i08.2352","","INTRODUCTION: The medial collateral ligament (MCL) is the most commonly injured ligament of the knee joint; however, its displacement into the medial knee compartment is rare. Traumatic posterior root of medial meniscus (PRMM) tears are commonly found in high-grade injuries involving anterior cruciate ligament (ACL) or posterior cruciate ligament (PCL) tears along with MCL tears. Diagnosis of these injuries can be made by a preoperative magnetic resonance imaging (MRI), but they can be missed at times due to severe soft-tissue swelling in the acute phase. CASE REPORT: A 25-year-old gentleman presented with injury to the front of his left knee 5 days back. On examination, he had a Grade 3 effusion with valgus stress test and posterior drawer test being positive and medial joint line tenderness was present. A firm localized swelling was palpable on the medial joint line. MRI scan revealed a mid-substance PCL tear, ACL sprain, PRMM tear, and tibial side rupture of superficial MCL with proximally migrated wavy MCL fibers lying below the medial meniscus confirmed on arthroscopy. Medial meniscus root repair by pull through technique and PCL reconstruction with a 3-strand peroneus longus graft followed by open MCL repair with augmentation using a semitendinosus graft was performed. Postoperatively, the knee was kept in a straight knee brace for 4 weeks, followed by a hinged knee brace and appropriate physiotherapy were started. At 2 years follow-up, the patient had attained full range of knee motion with good quadriceps strength, tibial step off maintained, and negative posterior drawer test and valgus stress test. Displacement of torn MCL into the medial knee compartment is an extremely rare injury. Proximal or distal avulsion of MCL with intra-articular incarceration has been reported in isolation or associated with ACL tear. Such an injury triad as reported here has not been reported in the literature to the best of our review. CONCLUSION: In our case, we report a very unusual injury triad of PCL tear, PRMM tear, and distal MCL tear with intra-articular entrapment below the medial meniscus operated by a single-stage surgery with excellent outcomes.","2021-08","2025-10-18 11:51:14","2025-10-18 11:51:14","","28-32","","8","11","","J Orthop Case Rep","Tibial Avulsion with Intra-Articular Entrapment of Medial Collateral Ligament with Posterior Cruciate Ligament Tear with Posterior Root Medial Meniscus Tear","","","","","","","eng","","","","","PubMed","","PMID: 35004370 PMCID: PMC8686511","","","http://www.ncbi.nlm.nih.gov/pubmed/35004370","","intra-articular entrapment; Medial collateral ligament tear; posterior cruciate ligament tear; posterior root medial meniscus tear; unusual triad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7X99UW45","journalArticle","2023","Oliveira, Diego Escudeiro de; Horita, Melanie Mayumi; Salas, Victor Eduardo Roman; Severino, Fabricio Roberto; Guglielmetti, Luiz Gabriel Betoni; Jorge, Pedro Baches","Peroneus Longus Tendon Graft to Reconstruct the Posterolateral Corner of the Knee","Revista Brasileira De Ortopedia","","0102-3616","10.1055/s-0041-1724085","","The posterolateral corner is critical to knee stability. Neglected injuries have a direct impact on the prognosis due to residual instability, chronic pain, deformities, and failure to repair other structures. Several techniques are used to reconstruct the posterolateral corner, often with autologous ischiotibial grafts or homologous grafts. An option little used for knee ligament reconstructions is the peroneus longus tendon graft. Although reported as a good alternative for anterior cruciate ligament reconstruction, we found no case using a peroneus longus tendon graft for posterolateral corner reconstruction. Here, we describe the case of a patient who underwent a non-anatomical reconstruction of the posterolateral corner using a peroneus longus tendon graft. The patient underwent surgical procedures for ligament reconstruction and correction of the deformity caused by a failed graft, but his knee remained unstable. During the preoperative planning, it was decided to reconstruct the posterolateral corner with an ipsilateral peroneus longus tendon graft. Studies have shown that the peroneus longus tendon graft does not increase ankle morbidity, and that its length and diameter favor ligament reconstruction. Thus, the present article highlights the importance of the proper diagnosis of ligament injuries in the acute phase, and describes a new technique for posterolateral corner reconstruction that must be included in the surgeon's body of knowledge, increasing the amount of technical options.","2023-12","2025-10-18 11:51:14","2025-10-18 11:51:14","","e968-e972","","6","58","","Rev Bras Ortop (Sao Paulo)","","","","","","","","eng","","","","","PubMed","","PMID: 38077768 PMCID: PMC10708983","","","http://www.ncbi.nlm.nih.gov/pubmed/38077768","","anterior cruciate ligament injuries; anterior cruciate ligament reconstruction; autograft; joint instability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AJRTDUR6","journalArticle","2021","Guénégo, Laurent; Vezzoni, Aldo; Vezzoni, Luca","Comparison of tibial anatomical-mechanical axis angles and patellar positions between tibial plateau levelling osteotomy (TPLO) and modified cranial closing wedge osteotomy (AMA-based CCWO) for the treatment of cranial cruciate ligament disease in large dogs with tibial plateau slopes greater than 30° and clinically normal Labradors retrievers","BMC veterinary research","","1746-6148","10.1186/s12917-021-03094-3","","BACKGROUND: The objective of this study was to evaluate tibial anatomical-mechanical axis angles (AMA-angles) and proximodistal and craniocaudal patellar positions following tibial plateau levelling osteotomy (TPLO) and AMA-based modified cranial closing wedge osteotomy (CCWO) in large dogs with tibial plateau angle (TPA) > 30°, to compare these postoperative positions with those of a control group of healthy normal dogs, and to assess which procedure yields postoperative morphology of the tibiae and stifles that is most consistent with that of the unaffected group. This study also investigated whether the occurrence of patellar ligament thickening (PLT), which is commonly observed 2 months postoperatively after TPLO, is associated with misplacement of the osteotomy. A total of 120 dogs weighing more than 20 kg, 40 of which were control animals, were enrolled in this retrospective study. Stifles were radiographically evaluated preoperatively and postoperatively on the side with CCLR and on the healthy contralateral side and compared with clinically normal stifles. PLT was reassessed after 2 months. RESULTS: Significant decreases in median patellar height ratio were found after both procedures (TPLO 0.24 (0.05-0.8); CCWO 0.22 (0.05-0.4)). The postoperative craniocaudal patellar position and the median AMA angle differed significantly among the groups (P = 0.000) (TPLO 87.5% caudal to the AA and 3.12° (0.76-6.98°); CCWO 100% cranial to the AA and 0° (- 1.34-0.65°); control group 5% caudal to the AA and 0.99° (0-3.39°)). At 8 weeks, PLT grade differed significantly in the two operated groups (P = 0.000) (TPLO 40% 0-2, 20% 2-4, 40% > 4; CCWO 98.8% 0). CONCLUSIONS: TPLO and AMA-based CCWO are associated with significant decreases in patellar height; however, the PLT results 2 months postoperatively differed between the two groups; the decrease in patellar height and PLT were independent of osteotomy position in the TPLO group. Compared to TPLO, CCWO results in reduced postoperative AMA angles and craniocaudal patellar positions that more closely resemble those of unaffected dogs, suggesting that the CCWO procedure allows us to better correct the caudal bowing of the proximal tibia that is often associated with deficient stifles in large dogs with TPA > 30°.","2021-12-03","2025-10-18 11:51:14","2025-10-18 11:51:14","","368","","1","17","","BMC Vet Res","","","","","","","","eng","","","","","PubMed","","PMID: 34861875 PMCID: PMC8641203","","","http://www.ncbi.nlm.nih.gov/pubmed/34861875","","AMA angle; Animals; Anterior Cruciate Ligament; Canine; CCWO; Cranial cruciate ligament; Dogs; Osteotomy; patella; Retrospective Studies; Tibia; Tibial anatomic axis; Tibial mechanical axis; TPA; TPLO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7LBLAI8J","journalArticle","2021","Khan, Mohammad Jesan; Asif, Naiyer; Firoz, Danish; Khan, Abdul Qayyum; Sabir, Aamir Bin; Siddiqui, Yasir Salam","Prediction of peroneus longus graft diameter for anterior cruciate ligament reconstruction by inframalleolar harvest and from anthropometric data","International Journal of Burns and Trauma","","2160-2026","","","BACKGROUND: The literature is gradually drifting towards a graft of larger diameter for successful ACL reconstruction. There is no published literature regarding the anthropometric predictors for the diameter of the peroneus longus tendon (PLT) graft obtained in ACL reconstruction through the inframalleolar approach. METHODS: Fifty-two patients were finally evaluated for anthropometric parameters to predict quadrupled PLT graft diameter in ACL reconstruction using the inframalleolar technique. Intraoperative quadrupled PLT graft diameter was correlated to the patient's anthropometric data such as age, height, weight, duration of injury, and BMI. We used regression analysis in a stepwise manner to ascertain anthropometric indices associated with the graft diameter. RESULTS: This study included 46 males and six females. Mean age was 28.2 ± 7.4 years, mean height was 172.7 ± 2.8 cm, mean weight was 75.6 ± 3.4 kg, mean BMI was 25.3 ± 0.9 kg/m2, mean duration of injury was 9.2 ± 3.9 months, and mean graft diameter was 9.3 ± 0.4 mm. Positive correlation with graft diameter was found only with height (r = 0.6, P < 0.01) and weight (r = 0.4, P < 0.01). On analysing through linear regression, height and weight had significant association with graft diameter, and we formulated the following prediction equation: PLT graft diameter (mm) = 0.083 × height (cm) + 0.011 × weight (kg) -5.854. CONCLUSION: Patients' characteristics, including height and weight, have a significant correlation with quadrupled PLT graft diameter and the average diameter of graft is > 9 mm through this approach.","2021","2025-10-18 11:51:14","2025-10-18 11:51:14","","377-384","","5","11","","Int J Burns Trauma","","","","","","","","eng","","","","","PubMed","","PMID: 34858717 PMCID: PMC8610825","","","http://www.ncbi.nlm.nih.gov/pubmed/34858717","","Anterior cruciate ligament; anthropometry; inframalleolar approach; peroneus longus graft diameter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NR4IQ2Q6","journalArticle","2022","Picot, Brice; Rémy-Neris, Olivier; Forestier, Nicolas","Proprioceptive postural control strategies differ among non-injured athletes","Neuroscience Letters","","1872-7972","10.1016/j.neulet.2021.136366","","Postural control during complex tasks requires adequate sensory integration and somaesthetic reweighting: suboptimal postural strategies can lead to injury. We assessed the ability of healthy athletes to reweight somaesthetic signals during postural perturbations on different surfaces. Thirty-five young (16 ± 1 years), healthy, elite handball players participated in this cross-sectional study. Proprioceptive reweighting was evaluated via vibration of the triceps surae and lumbar muscles on firm and foam surfaces. Postural variables and the electromyographic activity of the gluteus medius (GM), semitendinosus (ST) and fibularis longus (FL) were recorded during the PRE (10 s), VIBRATION (20 s) and POST (20 s) periods. Ankle proprioception was predominantly used on the firm compared to foam support. However, two opposing behaviours were observed: a ""rigid"" strategy in which reliance on ankle proprioception increased on the foam, and a ""plastic"" strategy that involved a proximal shift of proprioceptive reliance (p < 0.001). The plastic strategy was associated with a more effective recovery of balance after vibration cessation (p < 0.05). ST activation was higher during POST in the rigid strategy and did not return to the PRE level (p < 0.05) whereas it did in the plastic strategy. Proprioceptive strategies for postural control are highly variable and future studies should evaluate their contribution to injury.","2022-01-19","2025-10-18 11:51:14","2025-10-18 11:51:14","","136366","","","769","","Neurosci Lett","","","","","","","","eng","","","","","PubMed","","PMID: 34852284","","","http://www.ncbi.nlm.nih.gov/pubmed/34852284","","ACL injuries; Adolescent; Ankle; Athletes; Athletic Injuries; Female; Humans; Male; Muscle, Skeletal; Plasticity; Postural Balance; Proprioception; Proprioceptive reweighting; Sensory integration","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
