Title,Original Title,Author Names,Source,Publication Year,Date of Publication,Abstract,Original Abstract,Medline PMID,DOI
Letter to the Editor,,"Ming-Jin Z., Kan O., Weimin Z.",Journal of Orthopaedic Research (2021) 39:5 (1133-1134). Date of Publication: 1 May 2021,2021,1-May-21,,,32639609,10.1002/jor.24796
Insufficient evidence to support peroneus longus tendon over other autografts for primary anterior cruciate ligament reconstruction: A systematic review,,"Marín Fermín T., Hovsepian J.M., Symeonidis P.D., Terzidis I., Papakostas E.T.",Journal of ISAKOS (2021) 6:3 (161-169) Article Number: 501. Date of Publication: 1 May 2021,2021,1-May-21,"Importance Graft choice for anterior cruciate ligament reconstruction (ACLR) remains a subject of interest among orthopaedic surgeons because no ideal graft has yet been found. Peroneus longus tendon (PLT) has emerged as an alternative autograft for reconstruction in kneeling populations and in simultaneous anterior cruciate ligament (ACL) and medial collateral ligament (MCL) injuries. Objective To evaluate the current evidence on the outcome of primary ACLR with PLT autograft in adults and donor ankle morbidity, in addition to determining the average PLT graft dimensions from published studies. Evidence review Two independent reviewers searched PubMed, CENTRAL, EMBASE, Scopus and Virtual Health Library databases using the terms ""anterior cruciate ligament,""""peroneus longus""and ""fibularis longus""alone and in combination with Boolean operators AND/OR. Studies evaluating clinical and stability outcomes, graft-donor ankle morbidity and graft dimensions of PLT in ACLR were included. Methodological quality was assessed using the Modified Coleman Methodology Score (mCMS). A narrative analysis is presented using frequency-weighted means wherever feasible. Publication bias was assessed using the ROBIS tool. Findings Twelve articles with intermediate-level methodological quality were included. Eight studies assessing the clinical and stability outcomes of reconstruction with PLT showed satisfactory outcomes, similar to those of hamstring tendons (HT). No studies assessed anterior knee pain as an outcome. Six studies evaluated the graft-donor ankle morbidity using general functional foot and ankle scores and non-validated tools, showing favourable outcomes. Nine studies assessed PLT graft diameter, revealing grafts consistently larger than 7 mm among the different preparation techniques, which is comparable with reports of HT grafts. Conclusions and relevance The clinical and stability outcomes of ACLR with different PLT autograft preparation techniques are comparable with those of HT during short-term follow-up; however, there is insufficient evidence to support its use in the populations that motivated its implementation. Thus, stronger evidence obtained with the use of validated tools reporting negligible donor-graft ankle morbidity after PLT harvesting is required prior to recommending its routine use, despite the consistency of its dimensions. Level of evidence Level III.",,34006580,10.1136/jisakos-2020-000501
Reproductive health in SLE,,"Sammaritano L., Fischer-Betz R., Bonfá E.",Lupus Science and Medicine (2021) 8:SUPPL 1 (A13-A14). Date of Publication: 1 Apr 2021,2021,1-Apr-21,"Case 1: 23 year-old-female seeking contraception Lisa Sammaritano A 23-year-old woman with systemic lupus erythematosus (SLE) who recently relocated wishes to establish rheumatology care. She was diagnosed with SLE aged 14 years with idiopathic thrombocytopenic purpura; she was treated with high dose steroid with good response and tapered off steroid within 6 months. She was well until age 20 when she presented with malar rash, inflammatory arthritis of PIPs, MCPs and knees, fatigue, and petechia following a vacation in the Caribbean. She was diagnosed with SLE with positive ANA and double stranded DNA. Her hemoglobin was 6.0 gm/dl with positive Coombs and low haptoglobin, her platelet count was 12,000. C3 and C4 were low. She was treated with intravenous 'pulse' methylprednisolone followed by high dose prednisone, azathioprine and hydroxychloroquine with good response. She currently feels well without complaints other than mild morning stiffness in her hands and occasional malar rash. Current medications are azathioprine 125 mg daily, hydroxychloroquine 300 mg daily, and prednisone 5 mg daily. Physical exam at the visit is unremarkable and routine labs including urinalysis are normal. She has been using barrier contraception (condoms) but asks about other options. She is very worried that any hormone therapy will cause her lupus to flare again. How do you assess her, and what do you recommend? a. Serologies show negative anti-dsDNA, normal C3C4, and negative antiphospholipid antibodies (aPL) including lupus anticoagulant (LAC), anticardiolipin (aCL) and anti-beta 2 Glycoprotein I (ab2GPI). b. Serologies show negative anti-dsDNA, normal C3C4, and positive LAC, positive aCL IgG 68 and positive ab2GPI IgG 45 Discussion Point •The best way to assess patients with SLE for safe and effective contraception, in the setting of negative and positive aPL Case 2: 33-year-old seeking assisted reproductive technology A 33-year-old woman with SLE presents for routine followup. You have followed her since her diagnosis at age 27 years when she presented with oral ulcers, photosensitive rash, arthritis, pleuritis, positive ANA and positive dsDNA antibody. She started hydroxychloroquine with control of her symptoms after a brief steroid taper. At age 31 she developed nephritis, Class IV and V on renal biopsy. She was treated with intravenous 'pulse' methylprednisolone, rituximab (two doses of 1 gm each) and mycophenolate 2000 mg daily. She continues on the mycophenolate 2000 mg daily, enalapril 20 mg daily and prednisone 5 mg daily. Her serum creatinine has been 1.2 mg/dl, and her dsDNA antibody is low positive with mildly low C3 and normal C4 (markedly improved from her initial onset of nephritis). The urine protein/creatinine ratio is 1100 mg/gm, down from 3700 mg at onset of nephritis and stable over the last year. She is not in a relationship now but wants to preserve her ability to have biological children in the future and she is very concerned that she will develop recurrent nephritis. She has decided she would like to freeze her eggs and asks your opinion. a. aPL (LAC, aCL, ab2GPI) are all negative b. aPL are 'triple positive', with high levels of LAC, aCL and ab2GPI Discussion Point •The best way to assess and guide a patient with SLE who is planning oocyte cryopreservation, in the setting of negative and positive aPL Learning Objectives •Explain the importance of safe and effective contraception for women with SLE at risk for unintended pregnancy and be able to assess patients and recommend the best options for them •Describe the risks of ovarian stimulation for patients with SLE, with and without aPL, and suggest and discuss specific management options with the reproductive endocrinologist Case 3: 36-year-old female seeking pregnancy counselling Rebecca Fischer-Betz Maggy is a 36-year-old female office assistant with 8-year history of systemic lupus erythematosus (SLE). Past manifestations of SLE included polyarthritis, pleuritis, positive ANA and dsDNA antibodies and low complement. She had been initially treated with corticosteroids and hydroxychloroquine. Two years ago she had a flare with polyarthritis and treatment with methotrexate was added. Currently she is feeling well. She asks about the possibility of a pregnancy. Her menstruation is regular and has had no previous pregnancies. Laboratory tests revealed Hb 12,8 g/dl; Plt 233 K/ml; leucocytes 3.800/ml; Anti-dsDNA 122 (< 80 IU/ml), complement is normal. She is presently taking methotrexate 12.5 mg sc/week and hydroxychloroquine 200 mg/day. Discussion Points •Performing pregnancy counselling in women with SLE •Treatment options available prior to conception and during pregnancy Case 4: 29-year-old female with lupus nephritis Rebecca Fischer-Betz Sara is a 29-year old female from Sri Lanka living with her husband in Germany for five years. She was diagnosed with SLE about one year ago based on the presence of fever, fatigue, leukopenia, positive antinuclear antibodies, positive anti-dsDNA and low complement. In addition, she had proteinuria (>5 g/24 hours) and abnormalities of urinary sediment. A renal biopsy showed Class IV proliferative lupus nephritis. She was initially treated with prednisolone and cyclophosphamide (Euro Lupus protocol) followed by mycophenolate mofetil. She had an early abortion 3 years ago (unplanned pregnancy). Her menstruation cycle has been irregular since she stopped taking an estrogen-containing pill after diagnosis. She worries about infertility. She currently reports joint pain and fatigue, she sleeps a lot. Her physical examination is unremarkable, no arthritis, no edema, blood pressure 125/85 mmHg. Laboratory tests reveal Hb 10,8 (12-16 g/dl) g/dl, creatinine 1,1 (<0,9) mg/dl, urinalysis 40 RBC, Pr/Cr 2,1 g/g, anti-dsDNA 433 (<80 IU/ml), complement C3 66 (90-180 mg/dl), C4 <6 (10-40 mg/dl). Antiphospholipid-antibodies are negative. She is presently taking prednisone 10 mg, mycophenolate mofetil 2 g/day, ramipril 5 mg/day and furosemide 20 mg. Her older brother is also suffering from lupus nephritis. He has stopped immunosuppressive treatment several months ago and is doing well. Discussion Point •When and how to plan pregnancy in a patient with lupus nephritis Learning Objectives •Demonstrate knowledge of the influence of SLE on pregnancy and vice versa •Describe main predictors of pregnancy complications in women with SLE •Describe currently accepted management of SLE prior to conception and during pregnancy •Explain the importance of pregnancy counselling in SLE patients.",,,10.1136/lupus-2021-la.22
Does the anterolateral ligament protect the anterior cruciate ligament in the most common injury mechanisms? A human knee model study,,"Blanke F., Boljen M., Lutter C., Oehler N., Tischer T., Vogt S.",Knee (2021) 29 (381-389). Date of Publication: 1 Mar 2021,2021,1-Mar-21,"Background: Anterior cruciate ligament (ACL) reconstruction still has a risk of re-rupture and persisting rotational instability. Thus, extra-articular structures such as the anterolateral ligament (ALL) are increasingly treated. The ALL however prevents the internal rotation of the tibia and it must be doubted that the ALL protects the ACL in other common injury mechanisms which primarily include tibial external rotation. In this study we aimed to evaluate which extra-articular structures support the ACL in excessive tibial internal and external rotation using a knee finite element (FE) model. Methods: Internal and external rotations of the tibia were applied to an FE model with anatomical ACL, posterior cruciate ligament (PCL), lateral collateral ligament (LCL), medial collateral ligament (MCL) and intact medial and lateral meniscus. Three additional anatomic structures (anterolateral ligament, popliteal tendon and posterior oblique ligament) were added to the FE model separately and then all together. The force histories within all structures were measured and determined for each case. Results: The ACL was the most loaded ligament both in tibial internal and external rotation. The ALL was the main stabilizer of the tibial internal rotation (46%) and prevented the tibial external rotation by only 3%. High forces were only observed in the LCL with tibial external rotation. The ALL reduced the load on the ACL in tibial internal rotation by 21%, in tibial external rotation only by 2%. The POL reduced the load on the ACL by 8%, the PLT by 6% in tibial internal rotation. In tibial external rotation the POL and PLT did not reduce the load on the ACL by more than 1%. Conclusion: The ALL protects the ACL in injury mechanisms with tibial internal rotation but not in mechanisms with tibial external rotation. In injury mechanisms with tibial external rotation other structures that support the ACL need to be considered.",,33711673,10.1016/j.knee.2021.02.026
Study on reconstruction of posterior cruciate ligament with autologous peroneus longus tendon under arthroscopy,,"Zhong H., Jin Y., Wu S., Liu Y.",Zhongguo xiu fu chong jian wai ke za zhi = Zhongguo xiufu chongjian waike zazhi = Chinese journal of reparative and reconstructive surgery (2021) 35:2 (166-170). Date of Publication: 15 Feb 2021,2021,15-Feb-21,"Objective: To discuss the effectiveness of posterior cruciate ligament (PCL) reconstruction with autologous peroneus longus tendon under arthroscopy. Methods: Between January 2016 and December 2018, 46 patients with PCL injuries were enrolled. There were 34 males and 12 females, with an average age of 40.7 years (range, 20-58 years). There were 43 cases of acute injury and 3 cases of old injury. The anterior drawer test and the posterior tibia sign were positive in 4 cases, the posterior drawer tests and the posterior tibia sign were positive in 46 cases, the varus stress tests were positive in 10 cases, and the valgus stress tests were positive in 6 cases. The difference of dial-test at 30° knee flexion between affected and healthy sides was (5.20±3.91)°. The tibia posterior displacement under posterior stress position was (12.03±2.38) mm. The Lysholm score of the knee joint was 36.68±7.89, the International Knee Documentation Committee (IKDC) score was 33.58±5.97, and the American Orthopaedic Foot and Ankle Association (AOFAS) score of the ankle joint was 97.60±1.85. PCL was reconstructed with autologous peroneus longus tendon under arthroscopy, and the combined meniscus injury, posterolateral complex injury, and anterior cruciate ligament injury were all treated according to the degree of injury. Results: All incisions healed by first intention. Forty patients were followed up 12-26 months, with an average of 16.0 months. At last follow-up, the Lysholm score of the knee joint was 84.85±7.03, and the IKDC score was 87.13±6.27, which were significant different from preoperative ones ( t=-13.45, P=0.00; t= -39.12, P=0.00); the AOFAS score of ankle joint was 93.98±2.14, which was not significant different from preoperative one ( t=8.09, P=0.90). The tibia posterior displacement under posterior stress position was (2.75±1.76) mm and the difference of dial-test at 30° knee flexion between affected and healthy sides was (1.75±2.09)°, which were significant different from preoperative ones ( t=29.00, P=0.00; t=4.96, P=0.00). The posterior drawer test and the posterior tibia sign were positive in 1 case and negative in 39 cases; the anterior drawer test and the varus and valgus stress tests were all negative. Conclusion: Reconstruction of PCL with autologous peroneus longus tendon under arthroscopy can significantly improve the stability and function of the knee joint, with satisfactory clinical results.",,33624468,10.7507/1002-1892.202008051
Anterior Cruciate and Anterolateral Ligament Reconstruction Using Hamstring and Peroneus Longus Tendons: Surgical Technique Description,,"Escudeiro de Oliveira D., Picchi Zaccharias V., Mayumi Horita M., Gabriel Betoni Guglielmetti L., Duarte Junior A., Baches Jorge P.",Arthroscopy Techniques (2021) 10:2 (e397-e402). Date of Publication: 1 Feb 2021,2021,1-Feb-21,"The main objective of this study is to describe a surgical technique that combines intra- and extra-articular techniques using the semitendinosus, gracilis, and peroneus longus to perform reconstruction of the anterior cruciate ligament and anterolateral ligament. This technique offers a more stable, fast, low-cost, and widely accessible procedure and consists of drilling 3 tunnels—1 femoral and 2 tibial tunnels—in which the grafts are fixed with interference screws. The fact that the peroneus longus graft is long and thick allows for robust reconstruction of the aforementioned ligaments.",,,10.1016/j.eats.2020.10.030
Plateletcrit and Mean Platelet Volume in the Evaluation of Alcoholic Liver Cirrhosis and Nonalcoholic Fatty Liver Disease Patients,,"Michalak A., Cichoż-Lach H., Guz M., Kozicka J., Cybulski M., Jeleniewicz W.",BioMed Research International (2021) 2021 Article Number: 8867985. Date of Publication: 2021,2021,2021,"Platelet (PLT) indices have been proposed as potential markers in the assessment of liver fibrosis and exacerbation of liver failure. The aim of our study was to verify mean platelet volume (MPV), platelet distribution width (PDW), and plateletcrit (PCT) in alcohol-related liver cirrhosis (ALC) and nonalcoholic fatty liver disease (NAFLD) patients. One hundred forty-two patients with ALC, 92 with NAFLD, and 68 in control group were enrolled in this study. Hematological indices (MPV, PCT, and PDW) and serological (indirect and direct) markers of liver fibrosis (AAR, APRI, FIB-4, GPR, PICP, PIIINP, TGF-, PDGF-AB, laminin) were measured in each participant. MELD score in ALC patients and NAFLD fibrosis score (NFS) together with BARD score in the NAFLD group were also obtained. Results were compared between research and control groups. Then, a correlation between evaluated indices was performed in study groups. Receiver operating characteristic curves (ROCs) and area under the curve (AUC) values were applied to assess the diagnostic accuracy of measured indices. Significant increase in PDW and decrease in PCT in comparison to controls were noted in examined ALC (60.4% vs. 51.2% and 0.1% vs. 0.21%, respectively, p<0.0001) and NAFLD (54.75% vs. 51.2% and 0.19 vs. 0.21%, respectively, p<0.01) patients. Decreased level of MPV was observed in NAFLD group (7.85 fl vs. 8.90 fl, p<0.0001). Additionally, PCT correlated with NFS (p<0.0001). Evaluated PLT indices correlated with MELD score (MPV and PDW, p<0.001; PCT, p<0.05). They correlated with indirect and direct markers of liver fibrosis in the whole research group, too. PCT was the parameter with the greatest diagnostic accuracy in ALC patients (AUC=0,839 for cutoff<0.17%); in NAFLD group, it was MPV (AUC=0,808 for cutoff<7.9 fl). PCT in ALC and MPV in NAFLD can be perceived as potential diagnostic markers.",,33644233,10.1155/2021/8867985
All-Inside Anterior Cruciate Ligament Reconstruction Using an Anterior Half of the Peroneus Longus Tendon Autograft,,"Bi M., Zhao C., Zhang Q., Cao L., Chen X., Kong M., Bi Q.",Orthopaedic Journal of Sports Medicine (2021) 9:6. Date of Publication: 2021,2021,2021,"Background: The peroneus longus tendon (PLT) has been used as a graft in many orthopaedic surgical procedures because of its comparable biomechanical strength with the native anterior cruciate ligament (ACL). Despite its potential, few studies have been performed to investigate the clinical reliability of ACL reconstruction using a PLT autograft. Purpose: To assess the clinical outcomes and donor-site morbidity of ACL reconstruction using an anterior half of the PLT (AHPLT) autograft in patients with an isolated ACL injury. Study Design: Case series; Level of evidence, 4. Methods: Between January 2016 and January 2017, a total of 21 patients with an isolated ACL injury underwent all-inside single-bundle ACL reconstruction using an AHPLT autograft. Knee stability was assessed using the Lachman test, pivot-shift test, and KT-2000 arthrometer (side-to-side difference) with 134-N anterior force and at 30° of knee flexion. Knee function was evaluated using the International Knee Documentation Committee score, Lysholm score, and Tegner score. Donor-site morbidity was assessed using ankle eversion and plantarflexion strength as well as the American Orthopaedic Foot & Ankle Society scoring system and the Foot and Ankle Disability Index. Results: At a mean final follow-up of 40.1 months (range, 36-48 months), the KT-2000 arthrometer side-to-side difference was significantly lower compared with preoperatively (1.1 ± 0.62 vs 7.0 ± 2.18 mm, respectively; P <.001). The mean preoperative International Knee Documentation Committee, Lysholm, and Tegner scores were 52.0 ± 8.27, 50.9 ± 8.50, and 1.8 ± 0.87, respectively, increasing significantly to 94.2 ± 2.61, 95.2 ± 2.64, and 6.8 ± 1.50, respectively, at final follow-up (P <.001 for all). All patients had grade 5 muscle strength in ankle eversion and plantarflexion at the donor site, with mean American Orthopaedic Foot & Ankle Society and Foot and Ankle Disability Index scores of 96.8 and 97.6, respectively. No complications or reoperations occurred. Conclusion: All-inside ACL reconstruction using an AHPLT autograft produced good functional scores and stability without obvious ankle-site morbidity.",,,10.1177/2325967121991226
Prediction of peroneus longus graft diameter for anterior cruciate ligament reconstruction by inframalleolar harvest and from anthropometric data,,"Khan M.J., Asif N., Firoz D., Khan A.Q., Sabir A.B., Siddiqui Y.S.",International Journal of Burns and Trauma (2021) 11:5 (377-384) Article Number: IJBT0136458. Date of Publication: 2021,2021,2021,"Background: The literature is gradually drifting towards a graft of larger diameter for successful ACL reconstruction. There is no published literature regarding the anthropometric predictors for the diameter of the peroneus longus tendon (PLT) graft obtained in ACL reconstruction through the inframalleolar approach. Methods: Fifty-two patients were finally evaluated for anthropometric parameters to predict quadrupled PLT graft diameter in ACL reconstruction using the inframalleolar technique. Intraoperative quadrupled PLT graft diameter was correlated to the patient’s anthropometric data such as age, height, weight, duration of injury, and BMI. We used regression analysis in a stepwise manner to ascertain anthropometric indices associated with the graft diameter. Results: This study included 46 males and six females. Mean age was 28.2 ± 7.4 years, mean height was 172.7 ± 2.8 cm, mean weight was 75.6 ± 3.4 kg, mean BMI was 25.3 ± 0.9 kg/m(2), mean duration of injury was 9.2 ± 3.9 months, and mean graft diameter was 9.3 ± 0.4 mm. Positive correlation with graft diameter was found only with height (r = 0.6, P < 0.01) and weight (r = 0.4, P < 0.01). On analysing through linear regression, height and weight had significant association with graft diameter, and we formulated the following prediction equation: PLT graft diameter (mm) = 0.083 × height (cm) + 0.011 × weight (kg)-5.854. Conclusion: Patients’ characteristics, including height and weight, have a significant correlation with quadrupled PLT graft diameter and the average diameter of graft is > 9 mm through this approach.",,,
Evaluation of donor ankle function after harvesting Peroneus Longus Tendon Graft for Anterior Cruciate Ligament Reconstruction-A prospective cohort study,,"Sahu M.M., Pragassame A.S., Mohanty P., Sahoo P.K.",Journal of Clinical and Diagnostic Research (2021) 15:9 (YC13-YC17). Date of Publication: 2021,2021,2021,"Introduction: Primary full thickness Peroneus Longus Tendon Graft (PLTG) for Anterior Cruciate Ligament Reconstruction (ACLR) has been used with good clinical outcome. Recently, it is designated as a promising graft option for ACLR. The effect of harvesting PLTG on donor ankle function is still not completely understood. Peroneus Longus Tendon (PLT) is thought to play a major role in proprioceptive regulation of the ankle joint. All the studies till date did cross-sectional assessments of ankle and foot function at or after 6 months that might have overlooked the timely detection of donor site morbidities. Aim: To evaluate the ankle function and compare the affected and sound limb function in subjects with an ACLR with autologous PLTG starting at an early postoperative visit upto six months. Materials and Methods: A prospective cohort study was conducted at a tertiary rehabilitation center from March 2019 to March 2021 including the follow-up evaluation. As per the inclusion criteria, 63 participants after ACLR with PLTG were considered for assessment using the American Orthopaedic Foot and Ankle Society (AOFAS) ankle and hind foot scale and Foot and Ankle Ability Measure (FAAM) scale at 6 weeks, 3 months and 6 months post-ACLR follow-up. Comparison between sound and affected limbs was done during all follow-ups. The statistical analysis was done using Statistical Package for the Social Sciences (SPSS) version 18.0. Both FAAM and AOFAS ankle and foot scores were analysed with non parametric tests. Results: Mean Age of 63 participants were 29.25 years. Median of AOFAS and FAAM score at 6 week, 3 month, and 6 month post-ACLR follow-ups were (88, 98 and 100) and (97.22, 98.80 and 100), respectively. Statistically significant increase in AOFAS and FAAM scores were observed at 3 month and 6 month as compared to 6 week follow-ups with p=0.001 and p-value=0.001 respectively. The group comparison between the affected and sound side functional scores at different study visits showed statistically significant greater values for the sound ankle than the affected ankle (FAAM: 6 week: p-value=0.001; 3 month: p-value=0.001; 6 month: p-value=0.001 and AOFAS p-value=0.001; p-value=0.001; p-value=0.001, respectively). Conclusion: The evaluation of functional outcomes showed gradual and linear improvement at subsequent postoperative visits and restores fully to 100% at 6 month indicating a near-normal to normal donor ankle function following ACLR with PLTG by 6 months. The group comparison showed only marginal but significant difference between affected and sound ankle function.",,,10.7860/JCDR/2021/49882.15383
Is Peroneus Longus Allograft Good Alternative for Anterior Cruciate Ligament Reconstruction: a Comparison Study,Je alograft šlachy m. peroneus longus vhodnou alternativou pro rekonstrukci předního zkříženého vazu: srovnávací studie,"Ertogrul R., Varol A., Oc Y., Kilinc B.E.",Acta Chirurgiae Orthopaedicae et Traumatologiae Cechoslovaca (2021) 88:1 (58-62). Date of Publication: 2021,2021,2021,"PURPOSE OF THE STUDY To compare the early clinical results of patients who had anterior cruciate ligament (ACL) reconstruction with peroneus longus allograft versus hamstring tendon autograft. MATERIAL AND METHODS Forty patients who underwent ACL reconstruction were included in the study. Patients were grouped by their graft preference. Lachman and Pivot-shift tests were performed to the patients. Laxity was measured by KT-1000 arthrometer test with 15, 20 and 30 pound power. The maximum force values of nonoperated knee and the operated knee were recorded with Cybex II isokinetic dynamometer (HUMAC) and compared to each other. International Knee Documentation Committee (IKDC) form, modified Lysholm and Cincinnati evaluation forms were compared between two groups. RESULTS Twenty patients included into peroneus longus allograft (Group 1) and 20 patients were included into hamstring autograft group (Group 2). The mean age of patients Group 1 and 2 were 34.25 ± 6.73, and 29.6 ± 4.55, respectively. No significant difference was noted between two groups at modified Lysholm, Cincinati and IKDC scores (p > 0.01). There was no statistically significant difference between the Lachman and Pivot hift levels (p > 0.01). No significant difference was found in KT-1000 device measurements between groups according to the performed techniques (p > 0.01). There was no statistically significant difference between Cybex extension-flexion 60 /sec measurement and extension 240 /sec measurement of the patients (p > 0.01). DISCUSSION Allografts can be preferred because of the advantages, such as lack of donor site morbidity, short operative time, large graft, small incision, minimal scar, good cosmetic appearance, less postoperative pain, less movement restriction, and less arthrofibrosis. However, there are disadvantages, such as disease transmission, low biocompatibility, immune response, long recovery time, and high cost. Although it is difficult to compare the stability and functionality of allografts and autografts because of the differences in graft processing, fixation methods, and surgical techniques in studies, similar clinical results are reported in long-term follow-ups CONCLUSIONS Graft preference is dependent on surgical experience, patient age, activity status, comorbidities, presurgical status, and patient decision. Allograft ACL reconstruction is a good alternative to arthroscopic ACL reconstruction performed with hamstring tendon graft.",,33764869,10.55095/achot2021/010
Relation of peroneus longus autograft dimensions with anthropometric parameters in anterior cruciate ligament reconstruction: Importance of the distal leg diameter,,Ertilav D.,Joint diseases and related surgery (2021) 32:1 (137-143). Date of Publication: 2021,2021,2021,"OBJECTIVES: This study aims to investigate the relationship between various anthropometric parameters and the diameter and length of the peroneus longus tendon (PLT) graft in the anterior cruciate ligament (ACL) reconstruction. PATIENTS AND METHODS: A total of 52 patients (38 males, 14 females; mean age: 29.2±7.7 years; range, 17 to 51 years) who received PLT autograft for ACL reconstruction in our center between July 2018 and June 2020 were retrospectively analyzed. Demographic characteristics of the patients and leg length, and proximal and distal leg diameters were recorded before the operation. The PLT autograft diameter and length were measured during surgery. RESULTS: A statistically significant correlation was found between the graft diameter and length and weight, height, body mass index (BMI), leg length, and proximal and distal leg diameters (p<0.01). There was no statistically significant correlation between the graft diameter and length and age (p>0.05). Distal leg diameter had the highest correlation coefficient for the PLT autograft diameter (r=0.956), while the height had the highest correlation coefficient for the PLT autograft length (r=0.982). CONCLUSION: Anthropometric parameters of height, weight, BMI, leg length, and proximal and distal leg diameters may be helpful for surgeons to predict the diameter and length of the PLT autograft before surgery. Distal leg diameter is a particularly important parameter in predicting PLT autograft diameter.",,33463429,10.5606/ehc.2021.79580
Adjusting pre-analytical criteria in order to minimize impact on cancer patients,,"Reis J., Marques J., Simão L., Silva P., Rodrigues T., Sousa A., Diamantino I.J., Valido F.",Clinical Chemistry and Laboratory Medicine (2021) 59:6 (E50). Date of Publication: 2021,2021,2021,"Introduction: Cancer patients undergoing chemotherapy often present fragile veins, small in diameter, and difficult toanchor. A high prevalence of antiphospholipid antibodies in cancer patients often obligates two citrate tube collectionwhen coagulation testing and Lupus Anticoagulant (LA) detection are required, being strenuous and tiresome forphlebotomists and patients.Pre-analytical conditions regarding patient circumstances should be evaluated.Objective: Assessment of prothrombin time (PT) and activated partial thromboplastin time (aPTT) using the same samplefor LA.Material and Methods: Platelet count (PLT), PT and PTT were performed in 80 patients in both plasma and platelet-poorplasma (PPP) using a Beckman Coulter LH750 for PLT, ACL TOP 500 with HemosIL® Recombiplastin 2G for PT, HemosIL®Synthasil for aPTT, HemosIL® dRVVT and HemosIL® SCT for LA.Peripheral blood collection was performed for 2.8% sodium citrate tubes (1/9 sodium citrate vs blood).Plasma was obtained with single centrifugation and PPP with double centrifugation at 1500g for 15 minutes with acentrifuge brake set off.Three groups were created in both plasma and PPP samples: total, positive LA and negative LA.Student's t-test was used for group comparison.Results: No significant statistical differences were obtained for PT or aPTT results on corresponding samples on eithergroup evaluated.PT comparison for total, positive LA and negative LA were =0.4732, =0.7043 and =0.4006 respectively. aPTTcomparison presented =0.1990, =0.2947 and =0.0921 for the same groups.PT presented a minimum and a maximum of 9.8"" and 23.8"" in plasma, and 9.7"" and 23.0"" in PPP. Minimum andmaximum aPTT values were 20.8"", 126.2"" in plasma and 21.5"", 137.0"" in PPP.Platelet counts were evidently different between plasma and PPP samples evaluated (=4.9617 × 10-12), with aminimum of 5 × 103/μ L, maximum of 296 × 103/μ L in plasma and 1 × 103/μ L, 80 × 103/μ L in PPP samples.Conclusions: Cancer patients face hard physical conditions, hence pre-analytical criteria are crucial in minimizing thenegative impact of blood sampling.No differences were observed for PT and aPTT results between plasma and PPP.This allows the determination of PT and aPTT in PPP when LA evaluation is also required, with benefits for the patientand less sample manipulation by technicians.",,,10.1515/cclm-2021-0360
